Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to9,Feature log2 fold change topic 5to9
ENSG00000158747,NBL1,122,-0.6413,140,-0.4222,86,-1.1770,198,0.13645,219,0.68215
ENSG00000162545,CAMK2N1,170,-2.5054,363,-1.3777,463,-1.0068,406,-1.2054,1301,1.89113
ENSG00000090432,MUL1,31,0.07187,28,-0.0845,16,-0.9982,41,0.50886,30,0.07600
ENSG00000158828,PINK1,149,-1.6038,346,-0.3076,225,-0.9793,519,0.34878,507,0.71166
ENSG00000244038,DDOST,89,1.18256,26,-0.8503,54,0.30171,61,0.51404,34,-0.7334
ENSG00000189410,SH2D5,5,-3.0452,46,0.19035,131,2.11983,30,-0.5185,32,-0.7405
ENSG00000127483,HP1BP3,269,0.76887,168,-0.0176,159,-0.1108,231,0.50424,141,-0.5523
ENSG00000075151,EIF4G3,127,0.01085,69,-0.9501,83,-0.6660,153,0.30963,141,0.38561
ENSG00000076864,RAP1GAP,8,-5.2503,303,0.05626,908,2.07083,317,0.12846,220,-0.8044
ENSG00000090686,USP48,49,-0.3378,61,0.01272,92,0.70121,84,0.54316,52,-0.4661
ENSG00000070831,CDC42,264,0.11399,195,-0.3727,97,-1.4467,411,0.86270,250,0.04799
ENSG00000173369,C1QB,235,4.25600,40,0.14528,28,-0.4018,3,-3.3863,5,-3.9374
ENSG00000004487,KDM1A,54,-0.0966,49,-0.2399,31,-0.9282,131,1.45590,49,-0.4221
ENSG00000169641,LUZP1,16,-1.4417,30,-0.4974,30,-0.5297,43,0.04294,51,0.77149
ENSG00000125944,HNRNPR,154,0.49225,100,-0.2130,157,0.52355,109,-0.0745,102,-0.3525
ENSG00000142676,RPL11,932,1.20502,548,0.27670,334,-0.5160,360,-0.4019,398,-0.4491
ENSG00000057757,PITHD1,133,-0.8020,172,-0.4049,155,-0.5643,311,0.56348,244,0.34144
ENSG00000011009,LYPLA2,94,0.47913,37,-0.9907,80,0.21922,137,1.14165,57,-0.6159
ENSG00000189266,PNRC2,94,0.64010,54,-0.2669,29,-1.2098,69,0.12600,66,0.09377
ENSG00000188529,SRSF10,118,1.03884,47,-0.4968,94,0.65012,57,-0.1713,52,-0.6092
ENSG00000001461,NIPAL3,103,0.68281,79,0.22918,30,-1.2750,129,1.08048,55,-0.6295
ENSG00000133226,SRRM1,109,1.37518,74,0.67114,26,-0.9719,73,0.65888,32,-1.1244
ENSG00000169504,CLIC4,219,3.46531,53,0.38258,17,-1.3615,35,-0.2919,10,-2.9300
ENSG00000117614,SYF2,140,1.17235,52,-0.4678,105,0.66580,39,-0.9295,59,-0.4939
ENSG00000117616,RSRP1,132,0.74974,43,-1.0313,178,1.28898,130,0.73263,55,-1.1349
ENSG00000183726,TMEM50A,108,0.61891,80,0.11440,132,0.96028,72,-0.0640,56,-0.8034
ENSG00000204178,MACO1,30,0.11739,33,0.26347,41,0.62205,29,0.04870,24,-0.4704
ENSG00000117643,MAN1C1,66,0.79490,12,-1.7851,40,-0.0185,105,1.66652,29,-0.9500
ENSG00000162430,SELENON,117,1.82151,34,-0.3630,47,0.18653,67,0.77910,23,-1.5181
ENSG00000117640,MTFR1L,73,-0.1613,73,-0.1712,94,0.25244,124,0.71323,73,-0.3227
ENSG00000117632,STMN1,511,-1.2508,385,-1.6787,177,-2.8307,1158,0.02584,1605,1.52395
ENSG00000158008,EXTL1,4,-3.2462,15,-1.3493,0,-6.5934,40,0.13833,55,1.84623
ENSG00000142684,ZNF593,56,0.60900,31,-0.3360,22,-0.8678,51,0.46199,37,-0.0976
ENSG00000142669,SH3BGRL3,325,0.00732,165,-1.0590,111,-1.6584,452,0.55495,372,0.49908
ENSG00000158062,UBXN11,99,1.95846,16,-1.1413,38,0.21164,87,1.69263,12,-2.2756
ENSG00000198830,HMGN2,543,1.94405,136,-0.4886,179,-0.0546,258,0.54872,110,-1.3343
ENSG00000117713,ARID1A,90,0.47779,73,0.11937,131,1.12360,90,0.47929,45,-1.0914
ENSG00000204160,ZDHHC18,10,-1.6412,40,0.55460,29,0.03869,45,0.75019,27,-0.2131
ENSG00000090273,NUDC,386,1.38588,104,-0.8111,163,-0.1025,175,0.01263,148,-0.4894
ENSG00000253368,TRNP1,3,-4.0265,44,-0.2943,33,-0.7619,19,-1.5407,76,1.58986
ENSG00000090020,SLC9A1,19,-0.7250,24,-0.3561,25,-0.2577,37,0.37247,32,0.30396
ENSG00000142784,WDTC1,68,0.71788,24,-0.9226,53,0.31725,47,0.12667,40,-0.2482
ENSG00000186501,TMEM222,102,0.51705,48,-0.7067,102,0.51069,115,0.72365,61,-0.5831
ENSG00000126705,AHDC1,40,-0.3527,44,-0.1979,55,0.17328,82,0.84553,45,-0.2894
ENSG00000117758,STX12,79,-0.6910,92,-0.4574,65,-0.9933,160,0.44369,141,0.51013
ENSG00000117751,PPP1R8,33,0.25170,36,0.40627,43,0.73104,10,-1.5241,26,-0.2361
ENSG00000117748,RPA2,49,-0.3911,48,-0.4186,112,0.98406,89,0.58825,53,-0.4893
ENSG00000126698,DNAJC8,165,0.67595,74,-0.6277,74,-0.6287,109,-0.0040,113,0.10276
ENSG00000130770,ATP5IF1,184,-1.5363,295,-0.8187,336,-0.6151,542,0.14796,619,0.86903
ENSG00000198492,YTHDF2,56,-0.2230,71,0.16685,64,-0.0194,97,0.67512,58,-0.2986
ENSG00000116350,SRSF4,84,0.90394,33,-0.6163,21,-1.2785,76,0.71771,46,-0.2322
ENSG00000116353,MECR,6,-2.3429,37,0.27425,19,-0.7378,71,1.41232,29,-0.1760
ENSG00000162512,SDC3,137,-0.4411,209,0.23442,487,1.77036,109,-0.7918,137,-0.7804
ENSG00000134644,PUM1,159,-0.0535,138,-0.2843,171,0.06129,167,0.02696,169,0.09102
ENSG00000121766,ZCCHC17,35,-1.7574,79,-0.5287,98,-0.1901,80,-0.5143,141,0.93770
ENSG00000121769,FABP3,5,-4.3030,44,-1.3080,23,-2.2394,178,0.93748,134,1.08898
ENSG00000162517,PEF1,54,-0.6170,75,-0.0916,54,-0.6246,97,0.31811,87,0.32239
ENSG00000084636,COL16A1,218,2.53213,23,-1.4088,35,-0.7502,95,0.84175,29,-1.6615
ENSG00000121753,ADGRB2,58,-2.4705,208,-0.5613,400,0.50119,359,0.31807,327,0.35198
ENSG00000184007,PTP4A2,276,1.07479,188,0.40549,42,-1.9157,117,-0.3641,140,-0.1547
ENSG00000121774,KHDRBS1,183,0.41453,110,-0.4064,276,1.13269,144,0.02274,113,-0.6511
ENSG00000025800,KPNA6,58,0.32061,42,-0.1790,59,0.36024,73,0.72082,39,-0.5739
ENSG00000084652,TXLNA,79,1.40887,41,0.25146,40,0.22908,36,0.05638,24,-1.0376
ENSG00000084623,EIF3I,116,-0.0002,78,-0.6116,105,-0.1585,198,0.90967,109,-0.1925
ENSG00000175130,MARCKSL1,351,1.56654,135,-0.0989,87,-0.7860,126,-0.2152,119,-0.5504
ENSG00000160058,BSDC1,72,0.18819,32,-1.0796,67,0.06453,74,0.22785,67,0.12124
ENSG00000176261,ZBTB8OS,18,-0.8577,21,-0.6171,39,0.32989,25,-0.3471,36,0.47606
ENSG00000162521,RBBP4,171,1.14664,66,-0.4418,94,0.12257,132,0.68499,65,-0.8359
ENSG00000134684,YARS1,40,-1.7019,105,-0.2184,82,-0.6014,170,0.57353,137,0.46466
ENSG00000116497,S100PBP,49,0.83008,26,-0.2337,48,0.79517,22,-0.4714,24,-0.5465
ENSG00000121905,HPCA,5,-5.7089,253,-0.0105,965,2.54025,147,-0.8681,184,-0.8940
ENSG00000121900,TMEM54,76,1.39801,20,-0.8061,27,-0.3401,48,0.58106,27,-0.6810
ENSG00000004455,AK2,64,1.24078,38,0.36330,18,-0.8061,31,-0.0128,25,-0.5736
ENSG00000134686,PHC2,117,1.04596,38,-0.7875,82,0.42873,48,-0.4398,57,-0.3280
ENSG00000163866,SMIM12,49,-0.5570,48,-0.5779,92,0.45812,81,0.24177,71,0.07938
ENSG00000116544,DLGAP3,11,-1.8234,39,0.10352,63,0.90095,24,-0.6385,39,0.16697
ENSG00000116560,SFPQ,299,1.02739,119,-0.4987,179,0.14279,182,0.17086,139,-0.4892
ENSG00000146463,ZMYM4,23,-1.0809,33,-0.5638,72,0.70572,74,0.76466,44,-0.1965
ENSG00000142687,KIAA0319L,31,-1.0411,46,-0.4468,43,-0.5627,143,1.48829,57,-0.2002
ENSG00000020129,NCDN,74,-3.5330,916,0.26674,2973,2.55887,858,0.15825,437,-1.4626
ENSG00000126067,PSMB2,102,-0.4699,106,-0.4114,123,-0.1721,251,1.03547,130,-0.1631
ENSG00000142686,C1orf216,18,-2.3150,49,-0.8626,99,0.25170,115,0.49607,97,0.45676
ENSG00000092847,AGO1,42,0.29459,38,0.13065,40,0.21209,25,-0.5035,34,-0.0953
ENSG00000054116,TRAPPC3,75,0.35874,43,-0.5215,47,-0.3998,50,-0.3048,65,0.28299
ENSG00000116871,MAP7D1,150,-0.5760,228,0.09304,199,-0.1296,147,-0.6095,243,0.42572
ENSG00000054118,THRAP3,162,1.50539,43,-0.7482,63,-0.1271,61,-0.1908,58,-0.5102
ENSG00000181817,LSM10,27,-0.7123,46,0.12646,65,0.68984,22,-1.0414,45,0.16740
ENSG00000116898,MRPS15,33,-0.4494,21,-1.1249,60,0.50305,15,-1.5995,53,0.71166
ENSG00000163873,GRIK3,12,-1.3933,21,-0.6256,2,-3.9209,23,-0.5067,45,1.59465
ENSG00000163875,MEAF6,158,0.06853,90,-0.8295,247,0.82073,177,0.25326,139,-0.2765
ENSG00000185090,MANEAL,0,-6.3062,49,0.32521,8,-2.3983,121,2.00575,36,-0.2893
ENSG00000197982,C1orf122,178,-0.1701,163,-0.3091,112,-0.8944,240,0.31654,217,0.32743
ENSG00000183431,SF3A3,58,0.58129,32,-0.3915,65,0.78397,41,0.02235,34,-0.5203
ENSG00000185668,POU3F1,0,-7.8959,24,-0.6920,88,1.44697,49,0.40804,36,-0.1415
ENSG00000116954,RRAGC,45,-0.1898,32,-0.7243,67,0.44027,80,0.74445,47,-0.2484
ENSG00000174574,AKIRIN1,132,0.26439,68,-0.7881,126,0.17967,152,0.49291,107,-0.1581
ENSG00000168653,NDUFS5,253,-1.4205,476,-0.4488,587,-0.1145,461,-0.4991,779,0.81044
ENSG00000127603,MACF1,335,1.12615,202,0.24966,182,0.07468,124,-0.5330,144,-0.5508
ENSG00000090621,PABPC4,90,0.98691,62,0.35454,33,-0.6672,33,-0.6648,46,-0.2203
ENSG00000116983,HPCAL4,45,-3.1412,283,-0.3724,440,0.34031,303,-0.2656,429,0.68125
ENSG00000084072,PPIE,62,1.00998,13,-1.5187,43,0.35455,59,0.91271,26,-0.7356
ENSG00000131236,CAP1,167,0.12422,114,-0.4866,142,-0.1437,188,0.31677,157,0.03670
ENSG00000131238,PPT1,213,0.38633,94,-0.9126,210,0.36328,294,0.93964,141,-0.5220
ENSG00000084073,ZMPSTE24,77,0.91808,37,-0.2811,22,-1.1088,62,0.54329,41,-0.2827
ENSG00000084070,SMAP2,30,-2.1647,104,-0.2873,116,-0.1083,145,0.25699,144,0.54649
ENSG00000117016,RIMS3,25,-1.6447,46,-0.7603,61,-0.2956,100,0.50595,87,0.56901
ENSG00000066136,NFYC,17,-1.1410,22,-0.7508,35,-0.0385,87,1.53243,33,-0.3037
ENSG00000198815,FOXJ3,26,-1.3417,48,-0.4146,102,0.81776,53,-0.2589,67,0.21586
ENSG00000177181,RIMKLA,13,-1.4266,19,-0.8704,33,-0.0502,19,-0.8824,44,1.04318
ENSG00000127125,PPCS,45,-0.3372,53,-0.0764,77,0.54893,51,-0.1099,54,-0.0581
ENSG00000065978,YBX1,194,1.45920,69,-0.3228,113,0.49142,53,-0.7318,65,-0.7056
ENSG00000117394,SLC2A1,161,1.82740,26,-1.2443,137,1.51216,45,-0.3794,30,-1.5991
ENSG00000117395,EBNA1BP2,63,-0.3739,55,-0.5839,76,-0.0675,123,0.73458,80,0.00436
ENSG00000066322,ELOVL1,193,3.95332,25,-0.3864,2,-3.9215,23,-0.5506,9,-2.6458
ENSG00000142949,PTPRF,340,1.01220,76,-1.4087,160,-0.2541,360,1.11279,150,-0.6347
ENSG00000126091,ST3GAL3,9,-2.1050,50,0.51047,15,-1.3667,52,0.58596,40,0.36232
ENSG00000117408,IPO13,105,0.92240,56,-0.1391,62,0.04190,39,-0.6890,57,-0.2031
ENSG00000117410,ATP6V0B,209,-1.4846,356,-0.6724,722,0.46654,998,1.03308,523,-0.1281
ENSG00000117411,B4GALT2,60,0.16381,51,-0.1015,36,-0.6695,68,0.34798,55,0.04183
ENSG00000178028,DMAP1,50,-0.1606,52,-0.0993,45,-0.3317,70,0.38249,56,0.05216
ENSG00000117419,ERI3,79,-1.2836,138,-0.4343,165,-0.1527,241,0.47086,202,0.37058
ENSG00000187147,RNF220,80,-0.2935,72,-0.4465,104,0.13034,169,0.96508,87,-0.2819
ENSG00000142937,RPS8,1016,0.98249,562,-0.0219,507,-0.1881,454,-0.3626,518,-0.2939
ENSG00000070785,EIF2B3,23,-0.7098,21,-0.8493,30,-0.2704,45,0.38289,40,0.44634
ENSG00000126088,UROD,81,-0.2166,84,-0.1632,134,0.60719,133,0.58998,81,-0.4134
ENSG00000117450,PRDX1,677,1.03802,222,-0.8008,358,-0.0443,408,0.16854,329,-0.3363
ENSG00000117448,AKR1A1,32,-0.6960,54,0.12284,77,0.70486,67,0.47205,44,-0.3707
ENSG00000132780,NASP,77,1.19138,17,-1.2266,27,-0.5726,56,0.60818,34,-0.3816
ENSG00000159592,GPBP1L1,53,0.82156,25,-0.4116,36,0.18965,37,0.22712,28,-0.4330
ENSG00000086015,MAST2,21,-0.7635,26,-0.3994,15,-1.2450,46,0.49762,39,0.53798
ENSG00000085998,POMGNT1,59,-0.2028,52,-0.3879,96,0.59878,173,1.67989,44,-1.0916
ENSG00000132128,LRRC41,62,-0.0132,34,-0.9710,122,1.12872,89,0.56929,52,-0.5606
ENSG00000173660,UQCRH,208,-1.3725,314,-0.7434,307,-0.7798,634,0.38115,613,0.74304
ENSG00000117480,FAAH,29,-0.7545,30,-0.7245,71,0.66499,44,-0.1318,51,0.22034
ENSG00000123472,ATPAF1,93,-0.5413,125,-0.0821,119,-0.1585,134,0.03029,142,0.27131
ENSG00000159658,EFCAB14,202,1.74717,95,0.36751,90,0.27728,98,0.42752,39,-1.6132
ENSG00000162368,CMPK1,102,-0.1516,74,-0.6557,58,-1.0284,102,-0.1522,135,0.67700
ENSG00000162374,ELAVL4,37,-2.2974,29,-2.6648,8,-4.5050,129,-0.4239,263,2.35989
ENSG00000185104,FAF1,22,-0.8290,40,0.11843,21,-0.8898,105,1.86965,29,-0.6814
ENSG00000123091,RNF11,158,-1.4472,259,-0.6964,318,-0.3750,470,0.25667,482,0.67836
ENSG00000085832,EPS15,129,-0.1312,118,-0.2811,52,-1.5422,108,-0.4210,171,0.75065
ENSG00000078618,NRDC,72,-0.2134,52,-0.7222,79,-0.0608,106,0.41260,87,0.15905
ENSG00000169213,RAB3B,140,-0.2121,85,-0.9906,4,-5.4543,102,-0.7170,222,1.42057
ENSG00000117862,TXNDC12,67,1.06179,26,-0.4842,37,0.07278,36,-0.0016,31,-0.4152
ENSG00000134717,BTF3L4,61,-0.5568,63,-0.4870,67,-0.4100,121,0.56074,93,0.25185
ENSG00000157077,ZFYVE9,48,0.30557,35,-0.2140,26,-0.6876,38,-0.0499,42,0.19807
ENSG00000134744,TUT4,57,0.98602,32,0.03704,55,0.92984,26,-0.3212,23,-0.8793
ENSG00000162378,ZYG11B,45,-1.8153,114,-0.4004,119,-0.3299,199,0.50983,168,0.49340
ENSG00000116171,SCP2,227,1.23550,99,-0.1789,170,0.71813,140,0.39162,72,-1.1412
ENSG00000162384,CZIB,84,0.58069,35,-0.8350,47,-0.3534,82,0.52672,57,-0.1178
ENSG00000162385,MAGOH,62,0.75866,29,-0.4650,31,-0.3633,40,0.04830,38,-0.0942
ENSG00000157193,LRP8,18,-1.8287,35,-0.8540,13,-2.2655,49,-0.3382,86,1.55507
ENSG00000081870,IFT25,41,0.11699,26,-0.5613,48,0.37896,34,-0.1905,38,0.04935
ENSG00000116209,TMEM59,385,0.87253,154,-0.6262,297,0.42676,341,0.66354,177,-0.7302
ENSG00000116221,MRPL37,41,-0.8384,43,-0.7578,76,0.14150,82,0.26239,77,0.34933
ENSG00000157216,SSBP3,208,-0.3418,122,-1.1696,187,-0.5101,289,0.18599,303,0.58642
ENSG00000116133,DHCR24,108,-0.7241,167,-0.0439,116,-0.6176,319,1.06205,166,-0.0951
ENSG00000162402,USP24,38,-0.0095,30,-0.3728,55,0.56933,26,-0.6078,40,0.08021
ENSG00000162407,PLPP3,490,1.99104,115,-0.5540,483,1.96151,72,-1.2704,62,-2.2083
ENSG00000162409,PRKAA2,13,-2.2363,36,-0.6978,23,-1.3581,73,0.45810,71,0.96680
ENSG00000162601,MYSM1,27,-0.2598,15,-1.0755,46,0.65535,22,-0.5463,34,0.30008
ENSG00000177606,JUN,199,1.50207,19,-2.2212,16,-2.5134,132,0.75865,78,-0.2271
ENSG00000134709,HOOK1,0,-7.5529,34,0.24011,53,1.00264,46,0.74370,26,-0.3374
ENSG00000162599,NFIA,455,2.56017,112,-0.0991,60,-1.0765,66,-0.9110,75,-1.1970
ENSG00000162604,TM2D1,85,0.11861,52,-0.6593,138,0.94693,142,0.99691,59,-0.8271
ENSG00000116641,DOCK7,144,2.29585,32,-0.3930,44,0.09235,51,0.32732,21,-1.6875
ENSG00000079739,PGM1,46,-0.0747,57,0.28375,65,0.48077,58,0.31498,41,-0.4447
ENSG00000158966,CACHD1,59,0.24375,47,-0.1175,111,1.36022,66,0.43686,34,-1.0276
ENSG00000162434,JAK1,104,0.87310,57,-0.1213,63,0.03840,59,-0.0882,55,-0.3700
ENSG00000162433,AK4,129,0.78386,47,-0.8605,93,0.23699,58,-0.5185,80,-0.0333
ENSG00000116675,DNAJC6,88,-2.3988,294,-0.5775,185,-1.2908,419,-0.0170,565,1.19459
ENSG00000184588,PDE4B,52,0.07352,84,0.89223,185,2.49638,13,-2.0236,22,-1.8914
ENSG00000118473,SGIP1,37,-1.8606,156,0.37753,167,0.49377,138,0.17527,123,-0.0110
ENSG00000142864,SERBP1,240,0.91215,139,-0.0154,184,0.44782,183,0.44236,103,-0.8550
ENSG00000162595,DIRAS3,21,-1.1326,108,1.59984,213,3.22573,7,-2.7223,9,-3.2850
ENSG00000116729,WLS,543,2.79394,25,-2.4787,129,-0.0022,170,0.44725,60,-1.8524
ENSG00000033122,LRRC7,15,-3.0060,181,0.80985,182,0.81996,103,-0.1276,105,-0.1978
ENSG00000066557,LRRC40,24,-0.5300,7,-2.2580,18,-1.0015,57,0.86517,40,0.57519
ENSG00000116754,SRSF11,181,0.65895,115,-0.0910,116,-0.0732,186,0.70621,100,-0.5849
