Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000158008,EXTL1,4,-3.2462,15,-1.3493,0,-6.5934,40,0.13833,72,1.12532,31,-0.2931,57,1.06446
ENSG00000142684,ZNF593,56,0.60900,31,-0.3360,22,-0.8678,51,0.46199,11,-1.8802,56,0.61835,40,0.07474
ENSG00000142669,SH3BGRL3,325,0.00732,165,-1.0590,111,-1.6584,452,0.55495,269,-0.2971,330,0.03161,421,0.61054
ENSG00000158062,UBXN11,99,1.95846,16,-1.1413,38,0.21164,87,1.69263,5,-2.6755,7,-2.3048,16,-1.3782
ENSG00000198830,HMGN2,543,1.94405,136,-0.4886,179,-0.0546,258,0.54872,65,-1.6058,144,-0.4012,114,-0.9508
ENSG00000117713,ARID1A,90,0.47779,73,0.11937,131,1.12360,90,0.47929,65,-0.0556,50,-0.4727,36,-1.1902
ENSG00000204160,ZDHHC18,10,-1.6412,40,0.55460,29,0.03869,45,0.75019,49,0.89295,10,-1.6237,25,-0.2814
ENSG00000090273,NUDC,386,1.38588,104,-0.8111,163,-0.1025,175,0.01263,105,-0.8007,221,0.39576,137,-0.4879
ENSG00000253368,TRNP1,3,-4.0265,44,-0.2943,33,-0.7619,19,-1.5407,80,0.68555,66,0.34900,77,0.91518
ENSG00000090020,SLC9A1,19,-0.7250,24,-0.3561,25,-0.2577,37,0.37247,29,-0.0561,36,0.31124,32,0.20233
ENSG00000142784,WDTC1,68,0.71788,24,-0.9226,53,0.31725,47,0.12667,27,-0.7364,57,0.42254,39,-0.2260
ENSG00000186501,TMEM222,102,0.51705,48,-0.7067,102,0.51069,115,0.72365,89,0.28864,42,-0.9135,58,-0.5078
ENSG00000126705,AHDC1,40,-0.3527,44,-0.1979,55,0.17328,82,0.84553,55,0.15274,59,0.27914,37,-0.5703
ENSG00000117758,STX12,79,-0.6910,92,-0.4574,65,-0.9933,160,0.44369,132,0.12355,159,0.43141,138,0.27046
ENSG00000117751,PPP1R8,33,0.25170,36,0.40627,43,0.73104,10,-1.5241,38,0.50836,14,-1.0252,26,-0.1811
ENSG00000117748,RPA2,49,-0.3911,48,-0.4186,112,0.98406,89,0.58825,73,0.25044,35,-0.9184,52,-0.3658
ENSG00000126698,DNAJC8,165,0.67595,74,-0.6277,74,-0.6287,109,-0.0040,82,-0.4702,108,-0.0271,125,0.30005
ENSG00000130770,ATP5IF1,184,-1.5363,295,-0.8187,336,-0.6151,542,0.14796,575,0.24566,752,0.70132,590,0.39946
ENSG00000198492,YTHDF2,56,-0.2230,71,0.16685,64,-0.0194,97,0.67512,61,-0.0843,57,-0.1852,58,-0.2256
ENSG00000116350,SRSF4,84,0.90394,33,-0.6163,21,-1.2785,76,0.71771,35,-0.5197,51,0.05432,47,-0.0844
ENSG00000116353,MECR,6,-2.3429,37,0.27425,19,-0.7378,71,1.41232,31,-0.0293,19,-0.7561,32,0.08932
ENSG00000162512,SDC3,137,-0.4411,209,0.23442,487,1.77036,109,-0.7918,209,0.23916,122,-0.6201,118,-0.8476
ENSG00000134644,PUM1,159,-0.0535,138,-0.2843,171,0.06129,167,0.02696,236,0.60413,203,0.34553,135,-0.4032
ENSG00000121766,ZCCHC17,35,-1.7574,79,-0.5287,98,-0.1901,80,-0.5143,179,0.79951,110,-0.0155,139,0.51450
ENSG00000121769,FABP3,5,-4.3030,44,-1.3080,23,-2.2394,178,0.93748,143,0.55827,120,0.25876,135,0.65883
ENSG00000162517,PEF1,54,-0.6170,75,-0.0916,54,-0.6246,97,0.31811,88,0.16786,71,-0.1852,93,0.34042
ENSG00000084636,COL16A1,218,2.53213,23,-1.4088,35,-0.7502,95,0.84175,28,-1.1096,20,-1.6315,32,-1.0949
ENSG00000121753,ADGRB2,58,-2.4705,208,-0.5613,400,0.50119,359,0.31807,465,0.75986,213,-0.5243,320,0.17023
ENSG00000184007,PTP4A2,276,1.07479,188,0.40549,42,-1.9157,117,-0.3641,112,-0.4307,120,-0.3273,156,0.12894
ENSG00000121774,KHDRBS1,183,0.41453,110,-0.4064,276,1.13269,144,0.02274,109,-0.4267,123,-0.2262,111,-0.4971
ENSG00000025800,KPNA6,58,0.32061,42,-0.1790,59,0.36024,73,0.72082,39,-0.3086,38,-0.3613,39,-0.3906
ENSG00000084652,TXLNA,79,1.40887,41,0.25146,40,0.22908,36,0.05638,31,-0.1719,10,-1.8484,25,-0.6234
ENSG00000084623,EIF3I,116,-0.0002,78,-0.6116,105,-0.1585,198,0.90967,114,-0.0191,121,0.07028,103,-0.2459
ENSG00000175130,MARCKSL1,351,1.56654,135,-0.0989,87,-0.7860,126,-0.2152,103,-0.5284,164,0.20961,110,-0.5509
ENSG00000160058,BSDC1,72,0.18819,32,-1.0796,67,0.06453,74,0.22785,83,0.42845,90,0.55418,53,-0.3832
ENSG00000176261,ZBTB8OS,18,-0.8577,21,-0.6171,39,0.32989,25,-0.3471,28,-0.1943,32,0.00748,41,0.56242
ENSG00000162521,RBBP4,171,1.14664,66,-0.4418,94,0.12257,132,0.68499,56,-0.7120,51,-0.8581,72,-0.3880
ENSG00000134684,YARS1,40,-1.7019,105,-0.2184,82,-0.6014,170,0.57353,115,-0.0760,137,0.20731,145,0.42042
ENSG00000116497,S100PBP,49,0.83008,26,-0.2337,48,0.79517,22,-0.4714,33,0.19416,28,-0.0592,20,-0.7521
ENSG00000121905,HPCA,5,-5.7089,253,-0.0105,965,2.54025,147,-0.8681,353,0.54374,53,-2.3782,171,-0.7882
ENSG00000121900,TMEM54,76,1.39801,20,-0.8061,27,-0.3401,48,0.58106,22,-0.6565,17,-1.0523,31,-0.1694
ENSG00000004455,AK2,64,1.24078,38,0.36330,18,-0.8061,31,-0.0128,21,-0.5665,38,0.34037,22,-0.6471
ENSG00000134686,PHC2,117,1.04596,38,-0.7875,82,0.42873,48,-0.4398,94,0.65899,57,-0.1628,44,-0.7136
ENSG00000163866,SMIM12,49,-0.5570,48,-0.5779,92,0.45812,81,0.24177,80,0.22670,76,0.14740,67,-0.0882
ENSG00000116544,DLGAP3,11,-1.8234,39,0.10352,63,0.90095,24,-0.6385,47,0.41850,32,-0.2406,38,0.07569
ENSG00000116560,SFPQ,299,1.02739,119,-0.4987,179,0.14279,182,0.17086,110,-0.6235,188,0.22599,132,-0.4463
ENSG00000146463,ZMYM4,23,-1.0809,33,-0.5638,72,0.70572,74,0.76466,39,-0.3030,78,0.83969,35,-0.6088
ENSG00000142687,KIAA0319L,31,-1.0411,46,-0.4468,43,-0.5627,143,1.48829,59,-0.0421,51,-0.2824,58,-0.0899
ENSG00000020129,NCDN,74,-3.5330,916,0.26674,2973,2.55887,858,0.15825,908,0.25283,296,-1.5030,327,-1.6170
ENSG00000126067,PSMB2,102,-0.4699,106,-0.4114,123,-0.1721,251,1.03547,169,0.34477,83,-0.7817,132,-0.0695
ENSG00000142686,C1orf216,18,-2.3150,49,-0.8626,99,0.25170,115,0.49607,156,1.02685,41,-1.1306,96,0.26152
ENSG00000092847,AGO1,42,0.29459,38,0.13065,40,0.21209,25,-0.5035,37,0.09207,27,-0.3964,35,0.01001
ENSG00000054116,TRAPPC3,75,0.35874,43,-0.5215,47,-0.3998,50,-0.3048,84,0.55146,60,-0.0061,61,0.02888
ENSG00000116871,MAP7D1,150,-0.5760,228,0.09304,199,-0.1296,147,-0.6095,317,0.64509,253,0.26232,215,-0.0032
ENSG00000054118,THRAP3,162,1.50539,43,-0.7482,63,-0.1271,61,-0.1908,64,-0.1146,44,-0.7043,60,-0.2731
ENSG00000181817,LSM10,27,-0.7123,46,0.12646,65,0.68984,22,-1.0414,53,0.36166,33,-0.4102,46,0.16761
ENSG00000116898,MRPS15,33,-0.4494,21,-1.1249,60,0.50305,15,-1.5995,43,-0.0403,30,-0.5801,64,0.92081
ENSG00000163873,GRIK3,12,-1.3933,21,-0.6256,2,-3.9209,23,-0.5067,56,0.98564,23,-0.4527,48,1.04897
ENSG00000163875,MEAF6,158,0.06853,90,-0.8295,247,0.82073,177,0.25326,114,-0.4600,102,-0.6236,159,0.10394
ENSG00000185090,MANEAL,0,-6.3062,49,0.32521,8,-2.3983,121,2.00575,60,0.67116,29,-0.4820,31,-0.5278
ENSG00000197982,C1orf122,178,-0.1701,163,-0.3091,112,-0.8944,240,0.31654,193,-0.0391,258,0.43768,212,0.15371
ENSG00000183431,SF3A3,58,0.58129,32,-0.3915,65,0.78397,41,0.02235,39,-0.0527,21,-1.0003,36,-0.2270
ENSG00000185668,POU3F1,0,-7.8959,24,-0.6920,88,1.44697,49,0.40804,48,0.36968,29,-0.4256,35,-0.1744
ENSG00000116954,RRAGC,45,-0.1898,32,-0.7243,67,0.44027,80,0.74445,64,0.35701,67,0.43945,35,-0.7449
ENSG00000174574,AKIRIN1,132,0.26439,68,-0.7881,126,0.17967,152,0.49291,111,-0.0302,72,-0.6964,118,0.09211
ENSG00000168653,NDUFS5,253,-1.4205,476,-0.4488,587,-0.1145,461,-0.4991,613,-0.0436,993,0.76305,763,0.43644
ENSG00000127603,MACF1,335,1.12615,202,0.24966,182,0.07468,124,-0.5330,134,-0.4102,170,-0.0348,138,-0.4666
ENSG00000090621,PABPC4,90,0.98691,62,0.35454,33,-0.6672,33,-0.6648,49,-0.0439,38,-0.4391,49,-0.0541
ENSG00000116983,HPCAL4,45,-3.1412,283,-0.3724,440,0.34031,303,-0.2656,504,0.57019,286,-0.3541,452,0.54346
ENSG00000084072,PPIE,62,1.00998,13,-1.5187,43,0.35455,59,0.91271,38,0.15173,24,-0.5466,23,-0.7592
ENSG00000131236,CAP1,167,0.12422,114,-0.4866,142,-0.1437,188,0.31677,166,0.11642,150,-0.0547,156,0.01130
ENSG00000131238,PPT1,213,0.38633,94,-0.9126,210,0.36328,294,0.93964,102,-0.7920,139,-0.3092,155,-0.1785
ENSG00000084073,ZMPSTE24,77,0.91808,37,-0.2811,22,-1.1088,62,0.54329,53,0.26577,33,-0.4765,39,-0.2659
ENSG00000084070,SMAP2,30,-2.1647,104,-0.2873,116,-0.1083,145,0.25699,178,0.59960,148,0.28937,132,0.13431
ENSG00000117016,RIMS3,25,-1.6447,46,-0.7603,61,-0.2956,100,0.50595,85,0.23196,53,-0.5328,98,0.66450
ENSG00000066136,NFYC,17,-1.1410,22,-0.7508,35,-0.0385,87,1.53243,28,-0.4013,33,-0.1432,34,-0.1206
ENSG00000198815,FOXJ3,26,-1.3417,48,-0.4146,102,0.81776,53,-0.2589,96,0.71316,55,-0.2003,61,-0.0614
ENSG00000177181,RIMKLA,13,-1.4266,19,-0.8704,33,-0.0502,19,-0.8824,57,0.87311,24,-0.5349,46,0.73748
ENSG00000127125,PPCS,45,-0.3372,53,-0.0764,77,0.54893,51,-0.1099,47,-0.2527,42,-0.4311,61,0.20601
ENSG00000065978,YBX1,194,1.45920,69,-0.3228,113,0.49142,53,-0.7318,45,-0.9909,129,0.71937,51,-0.9638
ENSG00000117394,SLC2A1,161,1.82740,26,-1.2443,137,1.51216,45,-0.3794,20,-1.6271,70,0.32350,20,-1.9030
ENSG00000117395,EBNA1BP2,63,-0.3739,55,-0.5839,76,-0.0675,123,0.73458,87,0.14323,94,0.27486,72,-0.1975
ENSG00000066322,ELOVL1,193,3.95332,25,-0.3864,2,-3.9215,23,-0.5506,5,-2.6347,15,-1.1505,9,-2.2783
ENSG00000142949,PTPRF,340,1.01220,76,-1.4087,160,-0.2541,360,1.11279,126,-0.6301,224,0.29477,134,-0.6761
ENSG00000126091,ST3GAL3,9,-2.1050,50,0.51047,15,-1.3667,52,0.58596,46,0.37913,43,0.28692,38,0.07022
ENSG00000117408,IPO13,105,0.92240,56,-0.1391,62,0.04190,39,-0.6890,68,0.17271,39,-0.6779,59,-0.0570
ENSG00000117410,ATP6V0B,209,-1.4846,356,-0.6724,722,0.46654,998,1.03308,755,0.54259,442,-0.3321,472,-0.2975
ENSG00000117411,B4GALT2,60,0.16381,51,-0.1015,36,-0.6695,68,0.34798,49,-0.1603,58,0.09527,56,0.07062
