Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to7,Feature log2 fold change topic 3to7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000159423,ALDH4A1,80,1.45708,52,0.70690,12,-2.2224,97,1.83215,27,-0.3476,25,-0.5078
ENSG00000127463,EMC1,80,1.01857,35,-0.3585,45,0.07619,16,-1.5123,34,-0.3822,47,0.11290
ENSG00000053372,MRTO4,80,1.20649,22,-0.9018,44,0.36738,39,-0.0172,15,-1.4358,15,-1.4886
ENSG00000053371,AKR7A2,80,0.36146,184,1.84580,43,-0.9807,80,0.36436,40,-0.7439,42,-0.6526
ENSG00000077549,CAPZB,831,1.93057,235,-0.2698,246,-0.3474,182,-0.6673,121,-1.2844,192,-0.5844
ENSG00000173436,MICOS10,80,-1.5953,188,-0.3021,269,0.54344,288,0.38519,196,-0.2327,172,-0.4405
ENSG00000158747,NBL1,80,-1.3275,141,-0.4627,242,0.81116,240,0.38006,100,-0.9889,126,-0.6371
ENSG00000162545,CAMK2N1,80,-3.3624,154,-2.4117,1056,1.22199,969,0.40841,658,-0.2174,401,-0.9843
ENSG00000090432,MUL1,80,1.36108,43,0.27692,33,-0.2282,25,-0.5356,24,-0.6359,22,-0.7780
ENSG00000158828,PINK1,731,0.98197,165,-1.3936,454,0.33776,297,-0.4925,328,-0.3363,272,-0.6270
ENSG00000244038,DDOST,80,0.97409,78,0.93053,42,-0.1533,19,-1.3225,34,-0.4056,23,-0.9982
ENSG00000189410,SH2D5,80,1.14406,14,-1.6431,35,-0.4079,24,-0.7906,104,1.62896,9,-2.2634
ENSG00000127483,HP1BP3,80,-1.2591,247,0.50558,191,0.15138,167,-0.1297,169,-0.1133,196,0.12146
ENSG00000075151,EIF4G3,80,-0.6734,110,-0.1806,149,0.60423,91,-0.4754,79,-0.6928,128,0.06411
ENSG00000076864,RAP1GAP,80,-1.7356,68,-1.9743,317,0.80228,102,-1.3807,573,1.42436,85,-1.6573
ENSG00000090686,USP48,80,0.50517,60,0.04761,52,-0.3149,36,-0.7430,85,0.61055,63,0.12142
ENSG00000070831,CDC42,80,-1.7463,255,0.02702,324,0.86493,205,-0.3203,105,-1.3471,244,-0.0464
ENSG00000173372,C1QA,80,1.46299,139,2.61760,7,-2.9472,12,-1.5820,40,0.25181,31,-0.1215
ENSG00000173369,C1QB,80,0.72462,222,2.75199,9,-3.2664,33,-0.7083,76,0.63195,58,0.18418
ENSG00000004487,KDM1A,80,0.68649,56,0.10241,51,-0.0835,51,-0.0396,48,-0.1329,35,-0.6380
ENSG00000169641,LUZP1,80,1.04034,22,-1.0482,48,0.34664,31,-0.5221,35,-0.3272,21,-1.0767
ENSG00000125944,HNRNPR,80,-0.6271,145,0.31377,131,0.27936,87,-0.5001,98,-0.3098,130,0.12663
ENSG00000117318,ID3,80,0.54730,344,3.73916,8,-3.7149,18,-1.7424,40,-0.5603,51,-0.1687
ENSG00000142676,RPL11,572,0.31604,794,0.86903,324,-0.9311,406,-0.2350,710,0.67725,605,0.40975
ENSG00000057757,PITHD1,80,-1.4821,129,-0.7595,290,1.14055,159,-0.4415,131,-0.7394,156,-0.4718
ENSG00000011009,LYPLA2,80,0.42113,98,0.76557,63,0.05459,34,-0.9141,73,0.26811,17,-1.9234
ENSG00000189266,PNRC2,80,0.14369,101,0.51485,71,-0.0764,72,-0.0227,47,-0.6939,76,0.06377
ENSG00000188529,SRSF10,80,0.22952,114,0.81473,62,-0.3228,75,0.13107,57,-0.3027,60,-0.2426
ENSG00000001461,NIPAL3,80,0.02139,23,-1.8454,83,0.15502,18,-2.2200,51,-0.6807,201,1.61340
ENSG00000133226,SRRM1,80,0.67446,80,0.66734,46,-0.3976,40,-0.4228,38,-0.5335,64,0.29576
ENSG00000169504,CLIC4,80,0.56112,140,1.55021,16,-2.5590,22,-1.4414,41,-0.4949,203,2.31593
ENSG00000117614,SYF2,80,0.42766,132,1.28837,43,-0.8895,90,0.62589,52,-0.2723,46,-0.4471
ENSG00000117616,RSRP1,80,-0.2399,200,1.28991,80,-0.4007,83,-0.1760,88,-0.0847,79,-0.2585
ENSG00000183726,TMEM50A,80,0.15068,110,0.67612,57,-0.6379,73,0.01032,106,0.61398,75,0.03543
ENSG00000204178,MACO1,80,1.45991,25,-0.4819,32,-0.1427,17,-1.0152,30,-0.2105,26,-0.4092
ENSG00000117643,MAN1C1,80,1.08569,80,1.07527,42,-0.0160,20,-1.1119,22,-1.0143,8,-2.3582
ENSG00000162430,SELENON,80,0.92471,119,1.65355,29,-1.0802,45,-0.0158,35,-0.4002,31,-0.5832
ENSG00000117640,MTFR1L,80,-0.0941,136,0.77171,86,0.03606,66,-0.4073,56,-0.6503,82,-0.0551
ENSG00000117632,STMN1,80,-3.6885,460,-1.1156,1435,1.66485,689,-0.4964,123,-3.0708,909,-0.0589
ENSG00000158008,EXTL1,80,1.21893,11,-1.9269,45,0.49438,37,-0.0581,10,-2.0038,22,-0.8547
ENSG00000142684,ZNF593,80,1.33277,30,-0.3035,36,-0.0502,23,-0.7231,27,-0.4869,26,-0.5413
ENSG00000142669,SH3BGRL3,80,-1.9674,396,0.49809,340,0.48352,286,-0.0289,175,-0.7931,278,-0.0777
ENSG00000158062,UBXN11,80,1.20264,152,2.49181,22,-1.3518,9,-2.1061,36,-0.1222,4,-3.1397
ENSG00000117682,DHDDS,80,1.61966,30,-0.0383,30,-0.1017,13,-1.3317,17,-0.9630,21,-0.5784
ENSG00000198830,HMGN2,80,-1.2221,600,2.20128,130,-0.7761,167,-0.0956,126,-0.5330,145,-0.3109
ENSG00000117713,ARID1A,80,0.17257,115,0.77440,76,0.17956,36,-1.0770,55,-0.4292,51,-0.5253
ENSG00000204160,ZDHHC18,80,1.39673,12,-1.6607,38,0.23974,8,-2.2249,27,-0.3995,34,-0.0429
ENSG00000090273,NUDC,80,-0.9689,400,1.71262,132,-0.3409,136,-0.1571,106,-0.5400,114,-0.4228
ENSG00000253368,TRNP1,80,0.48624,7,-3.0574,79,0.99599,32,-0.9334,24,-1.4019,54,-0.1544
ENSG00000090020,SLC9A1,80,1.48908,16,-1.0970,38,0.41111,11,-1.6383,17,-1.0278,18,-0.9061
ENSG00000142784,WDTC1,80,0.95719,72,0.78225,37,-0.4779,42,-0.1228,30,-0.6046,37,-0.2861
ENSG00000186501,TMEM222,80,0.05072,82,0.09344,81,0.10611,78,0.00726,58,-0.4603,76,-0.0445
ENSG00000158195,WASF2,80,1.34577,114,2.03743,18,-1.5915,37,0.02798,11,-1.7219,30,-0.2949
ENSG00000126705,AHDC1,80,0.93414,61,0.45937,43,-0.1499,35,-0.4102,22,-1.0879,42,-0.1422
ENSG00000117758,STX12,80,-0.5482,107,-0.0975,134,0.50925,101,-0.1848,67,-0.8142,113,-0.0083
ENSG00000117751,PPP1R8,80,1.23944,49,0.38068,27,-0.8327,60,0.72380,27,-0.5475,31,-0.3432
ENSG00000117748,RPA2,80,0.55000,72,0.37316,54,-0.1365,66,0.23765,57,0.00434,24,-1.3482
ENSG00000126698,DNAJC8,854,2.96239,160,-0.2189,113,-1.1619,66,-1.5628,72,-1.4487,118,-0.6879
ENSG00000130770,ATP5IF1,80,-2.2740,239,-0.6366,489,1.09925,251,-0.5597,326,-0.1520,244,-0.6053
ENSG00000198492,YTHDF2,80,0.23846,46,-0.6179,80,0.45565,73,0.07839,54,-0.3824,38,-0.9399
ENSG00000116350,SRSF4,80,0.51394,93,0.75887,50,-0.4136,69,0.26695,49,-0.2911,44,-0.4582
ENSG00000116353,MECR,874,4.90346,13,-3.1747,34,-2.4861,26,-2.2066,26,-2.2242,23,-2.3832
ENSG00000162511,LAPTM5,80,1.34769,111,1.97787,12,-2.2186,26,-0.5039,27,-0.4630,55,0.67895
ENSG00000162512,SDC3,80,-1.1386,168,0.00338,177,0.16113,226,0.48825,135,-0.3400,181,0.12857
ENSG00000134644,PUM1,80,-1.1949,155,-0.1816,219,0.77059,194,0.17925,88,-1.0625,125,-0.5229
ENSG00000121766,ZCCHC17,840,3.05389,31,-2.6031,119,-0.9560,124,-0.5330,68,-1.4536,90,-1.0272
ENSG00000121769,FABP3,80,-0.2260,9,-3.4081,136,1.46109,54,-0.8236,40,-1.2742,61,-0.6450
ENSG00000162517,PEF1,80,0.12307,69,-0.1243,84,0.38782,61,-0.3044,74,-0.0126,38,-1.0482
ENSG00000084636,COL16A1,80,0.37180,266,2.67526,35,-1.3909,52,-0.3306,20,-1.7469,44,-0.5637
ENSG00000121753,ADGRB2,80,-1.7450,122,-1.1138,337,1.02971,268,0.10439,247,-0.0245,107,-1.3176
ENSG00000184007,PTP4A2,80,-0.9667,127,-0.2519,149,-0.0029,122,-0.3246,128,-0.2442,291,1.11631
ENSG00000121774,KHDRBS1,80,-0.8432,233,0.86843,134,-0.0830,169,0.33357,139,0.01378,88,-0.7065
ENSG00000025800,KPNA6,80,0.84562,38,-0.3691,51,0.20381,38,-0.3544,19,-1.4355,48,-0.0052
ENSG00000084652,TXLNA,80,0.87119,98,1.23222,37,-0.6564,19,-1.4222,41,-0.2045,51,0.12649
ENSG00000084623,EIF3I,80,-0.5711,115,-0.0004,135,0.49151,102,-0.2012,95,-0.3052,87,-0.4450
ENSG00000175130,MARCKSL1,80,-1.0439,132,-0.2814,135,-0.4129,177,0.18650,57,-1.5668,453,1.86256
ENSG00000160058,BSDC1,80,0.58551,51,-0.1345,55,-0.0515,46,-0.3153,47,-0.2876,61,0.13444
ENSG00000176261,ZBTB8OS,80,1.36322,42,0.27093,31,-0.4036,34,-0.0643,30,-0.2597,17,-1.1395
ENSG00000162521,RBBP4,80,-0.1761,168,1.05210,81,-0.2796,65,-0.5096,95,0.09016,84,-0.1096
ENSG00000134684,YARS1,80,-0.5463,65,-0.8610,140,0.68502,56,-1.0941,141,0.35423,92,-0.3285
ENSG00000116497,S100PBP,80,1.40788,40,0.21302,26,-0.7177,32,-0.1483,43,0.32079,23,-0.6275
ENSG00000121905,HPCA,80,-1.7506,58,-2.2382,168,-0.9994,183,-0.5036,1329,3.32478,30,-3.1784
ENSG00000121900,TMEM54,80,1.19816,98,1.57112,28,-0.8298,36,-0.1556,24,-0.7483,14,-1.5787
ENSG00000004455,AK2,80,1.52248,73,1.33776,14,-1.8769,30,-0.1603,27,-0.3058,50,0.68847
ENSG00000142920,AZIN2,80,1.35244,18,-1.0911,39,0.21509,18,-1.0281,20,-0.8676,30,-0.2929
ENSG00000134686,PHC2,80,0.36132,72,0.17690,63,-0.0559,62,-0.0626,52,-0.3247,61,-0.0726
ENSG00000163866,SMIM12,80,0.26511,35,-1.0112,85,0.72841,50,-0.4901,53,-0.3999,37,-0.9225
ENSG00000116544,DLGAP3,80,1.01885,8,-2.4715,40,-0.2366,47,0.11580,81,1.03262,19,-1.2430
ENSG00000116560,SFPQ,816,2.27071,234,0.00412,168,-0.8305,136,-0.8428,159,-0.6004,150,-0.6963
ENSG00000146463,ZMYM4,80,0.71083,72,0.53010,50,-0.1205,28,-0.9740,40,-0.3946,50,-0.0444
ENSG00000142687,KIAA0319L,80,0.36875,42,-0.6377,72,0.38913,68,0.10437,46,-0.5266,40,-0.7359
ENSG00000020129,NCDN,80,-3.1328,203,-1.7661,729,0.37967,258,-1.4094,2016,2.03414,242,-1.5104
ENSG00000126067,PSMB2,80,-0.6893,136,0.13993,151,0.61193,85,-0.6014,81,-0.6658,110,-0.1982
ENSG00000142686,C1orf216,80,-0.1619,17,-2.4505,120,1.06358,63,-0.5267,72,-0.3347,54,-0.7799
ENSG00000092847,AGO1,80,1.11399,43,0.07750,31,-0.6857,44,0.10898,41,0.00012,46,0.16569
ENSG00000126070,AGO3,80,1.49315,54,0.78638,25,-0.6875,31,-0.1371,21,-0.7098,21,-0.7374
ENSG00000054116,TRAPPC3,80,0.48114,61,0.03131,61,0.05178,41,-0.5741,40,-0.6149,70,0.26369
ENSG00000116871,MAP7D1,80,-1.3222,117,-0.7448,225,0.55624,181,-0.0739,187,-0.0164,200,0.08761
ENSG00000054118,THRAP3,80,0.18703,177,1.56185,58,-0.5462,55,-0.3945,43,-0.8016,69,-0.0589
ENSG00000181817,LSM10,80,1.11059,19,-1.1495,40,-0.0891,34,-0.3072,37,-0.1695,42,0.03082
ENSG00000116898,MRPS15,80,0.66211,59,0.14467,51,-0.1089,42,-0.3770,59,0.14998,38,-0.5317
ENSG00000163873,GRIK3,80,0.84292,23,-1.1075,69,1.32610,5,-3.2660,1,-4.7976,26,-0.9464
ENSG00000163875,MEAF6,825,2.47000,171,-0.3729,161,-0.7440,152,-0.5556,90,-1.3551,117,-0.9557
ENSG00000163879,DNALI1,80,0.77388,369,4.61971,6,-3.9454,6,-3.0260,6,-3.0762,10,-2.3790
ENSG00000185090,MANEAL,80,1.01959,18,-1.3652,54,0.74758,13,-1.8440,23,-0.9801,28,-0.6826
ENSG00000197982,C1orf122,80,-1.1493,130,-0.4158,188,0.33267,158,-0.1081,128,-0.4351,251,0.65181
ENSG00000183431,SF3A3,80,0.83496,68,0.55245,46,-0.1286,37,-0.4064,39,-0.3369,28,-0.8374
ENSG00000185668,POU3F1,80,1.25884,12,-1.7001,46,0.58402,9,-2.2070,38,-0.0150,13,-1.6373
ENSG00000116954,RRAGC,80,0.50751,45,-0.3981,67,0.40558,28,-1.1162,52,-0.1864,46,-0.3873
ENSG00000174574,AKIRIN1,80,-0.3894,130,0.37924,110,0.20940,127,0.34826,62,-0.7933,77,-0.4515
ENSG00000168653,NDUFS5,80,-2.5908,256,-0.8599,551,0.69924,574,0.41316,514,0.23174,271,-0.7730
ENSG00000127603,MACF1,80,-1.3658,304,0.73372,165,-0.4373,303,0.72695,176,-0.1604,257,0.45486
ENSG00000090621,PABPC4,80,0.67284,68,0.38767,50,-0.1877,31,-0.8396,50,-0.1069,55,0.04912
ENSG00000116983,HPCAL4,80,-2.0308,140,-1.1992,405,0.99522,419,0.52389,268,-0.1992,108,-1.5959
ENSG00000084072,PPIE,80,1.32938,58,0.77099,32,-0.3311,21,-0.8778,16,-1.2422,28,-0.4012
ENSG00000131236,CAP1,80,-0.8985,92,-0.6805,151,0.16699,124,-0.2252,240,0.86011,136,-0.0756
ENSG00000131238,PPT1,80,-1.0894,205,0.38420,179,0.30168,159,-0.0340,149,-0.1302,132,-0.3230
ENSG00000084073,ZMPSTE24,80,0.69158,62,0.27845,48,-0.2391,66,0.35991,41,-0.3781,35,-0.6324
ENSG00000084070,SMAP2,80,-0.5398,52,-1.2058,138,0.63160,140,0.34924,115,0.02983,56,-1.0950
ENSG00000117016,RIMS3,80,0.11515,15,-2.3790,90,0.59322,79,0.09170,52,-0.5492,70,-0.1013
ENSG00000066136,NFYC,80,0.93120,48,0.06720,47,0.09615,26,-0.8411,27,-0.8003,39,-0.2422
ENSG00000198815,FOXJ3,80,0.26173,65,-0.0701,76,0.34130,52,-0.4320,53,-0.3992,50,-0.4738
ENSG00000177181,RIMKLA,80,1.10666,12,-1.7948,50,0.60649,10,-2.1712,21,-1.0313,40,-0.0539
ENSG00000127125,PPCS,80,0.73786,63,0.34597,51,-0.0161,47,-0.1174,40,-0.4005,26,-1.0133
ENSG00000065978,YBX1,80,-0.3780,268,1.67960,71,-0.9082,74,-0.5032,83,-0.3219,160,0.74287
ENSG00000177868,SVBP,80,1.29850,80,1.29083,30,-0.5334,15,-1.3281,12,-1.6345,32,-0.2382
ENSG00000117394,SLC2A1,80,0.67295,101,1.06437,28,-1.4437,101,1.07661,53,0.00110,54,0.03555
ENSG00000186973,CFAP144,80,0.17573,594,5.37090,6,-4.3332,2,-5.1092,9,-3.0955,2,-4.8556
ENSG00000117395,EBNA1BP2,80,0.00372,116,0.60796,89,0.31769,44,-0.9092,80,0.00448,35,-1.2722
ENSG00000066322,ELOVL1,806,4.59556,29,-1.9994,17,-3.5318,16,-2.8341,15,-3.0094,150,0.49886
ENSG00000142949,PTPRF,80,-1.0980,357,1.33358,167,0.06732,163,0.00076,110,-0.6163,85,-1.0011
ENSG00000126091,ST3GAL3,882,4.15753,22,-2.6684,66,-1.5903,43,-1.7230,39,-1.8710,8,-4.0366
ENSG00000117408,IPO13,80,0.35602,81,0.37060,48,-0.7288,74,0.23502,68,0.07789,99,0.70063
ENSG00000117410,ATP6V0B,80,-2.6928,307,-0.6892,670,1.24029,338,-0.5440,319,-0.6331,374,-0.3856
ENSG00000117411,B4GALT2,80,0.68006,52,-0.0114,51,-0.1135,51,-0.0632,41,-0.4011,50,-0.0730
ENSG00000178028,DMAP1,80,0.70335,78,0.65748,50,-0.0937,35,-0.6207,38,-0.4844,38,-0.4978
ENSG00000117419,ERI3,80,-1.1904,139,-0.3524,218,0.75573,140,-0.3373,174,0.00861,111,-0.6982
ENSG00000187147,RNF220,80,-0.3697,77,-0.4320,126,0.71068,56,-0.9095,54,-0.9822,117,0.22468
ENSG00000142937,RPS8,80,-2.7620,852,0.88540,420,-0.4654,551,0.15639,789,0.75302,628,0.37089
